customer_id,feedback_text,feedback_category,sentiment,complaint_intensity
CUST_000039,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000040,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000041,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000042,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000043,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000044,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000045,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000046,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000047,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000048,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000049,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000050,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000051,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000052,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000053,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000054,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000055,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000056,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000057,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000058,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000059,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000060,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000061,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000062,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000063,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000064,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000065,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000066,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000067,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000068,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000069,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000070,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000071,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000072,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000073,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000074,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000075,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000076,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000077,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000078,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000079,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000080,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000081,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000082,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000083,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000084,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000085,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000086,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000087,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000088,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000089,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000090,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000091,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000092,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000093,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000094,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000095,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000096,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000097,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000098,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000099,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000100,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000101,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000102,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000103,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000104,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000105,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000106,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000107,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000108,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000109,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000110,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000111,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000112,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000113,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000114,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000115,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000116,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000117,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000118,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000119,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000120,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000121,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000122,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000123,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000124,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000125,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000126,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000127,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000128,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000129,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000130,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000131,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000132,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000133,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000134,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000135,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000136,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000137,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000138,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000139,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000140,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000141,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000142,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000143,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000144,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000145,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000146,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000147,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000148,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000149,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000150,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000151,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000152,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000153,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000154,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000155,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000156,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000157,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000158,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000159,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000160,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000161,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000162,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000163,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000164,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000165,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000166,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000167,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000168,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000169,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000170,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000171,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000172,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000173,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000174,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000175,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000176,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000177,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000178,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000179,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000180,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000181,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000182,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000183,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000184,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000185,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000186,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000187,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000188,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000189,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000190,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000191,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000192,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000193,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000194,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000195,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000196,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000197,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000198,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000199,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000200,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000201,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000202,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000203,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000204,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000205,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000206,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000207,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000208,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000209,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000210,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000211,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000212,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000213,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000214,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000215,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000216,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000217,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000218,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000219,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000220,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000221,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000222,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000223,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000224,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000225,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000226,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000227,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000228,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000229,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000230,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000231,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000232,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000233,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000234,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000235,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000236,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000237,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000238,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000239,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000240,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000241,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000242,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000243,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000244,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000245,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000246,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000247,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000248,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000249,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000250,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000251,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000252,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000253,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000254,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000255,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000256,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000257,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000258,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000259,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000260,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000261,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000262,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000263,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000264,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000265,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000266,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000267,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000268,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000269,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000270,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000271,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000272,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000273,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000274,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000275,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000276,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000277,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000278,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000279,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000280,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000281,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000282,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000283,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000284,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000285,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000286,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000287,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000288,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000289,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000290,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000291,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000292,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000293,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000294,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000295,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000296,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000297,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000298,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000299,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000300,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000301,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000302,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000303,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000304,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000305,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000306,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000307,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000308,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000309,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000310,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000311,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000312,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000313,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000314,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000315,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000316,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000317,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000318,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000319,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000320,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000321,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000322,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000323,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000324,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000325,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000326,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000327,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000328,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000329,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000330,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000331,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000332,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000333,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000334,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000335,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000336,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000337,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000338,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000339,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000340,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000341,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000342,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000343,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000344,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000345,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000346,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000347,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000348,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000349,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000350,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000351,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000352,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000353,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000354,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000355,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000356,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000357,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000358,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000359,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000360,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000361,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000362,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000363,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000364,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000365,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000366,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000367,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000368,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000369,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000370,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000371,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000372,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000373,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000374,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000375,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000376,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000377,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000378,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000379,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000380,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000381,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000382,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000383,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000384,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000385,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000386,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000387,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000388,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000389,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000390,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000391,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000392,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000393,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000394,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000395,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000396,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000397,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000398,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000399,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000400,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000401,The service works well and I have no major complaints.,service_quality,positive,1
